@relation ms-mbps-Q

@attribute avgw3delay_div_avgw1delay numeric
@attribute avgw3delay_div_minw1delay numeric
@attribute avgw3delay_div_maxw1delay numeric
@attribute avgw3delay_div_avgw2delay numeric
@attribute avgw3delay_div_minw2delay numeric
@attribute avgw3delay_div_maxw2delay numeric
@attribute minw3delay_div_avgw1delay numeric
@attribute minw3delay_div_minw1delay numeric
@attribute minw3delay_div_maxw1delay numeric
@attribute minw3delay_div_avgw2delay numeric
@attribute minw3delay_div_minw2delay numeric
@attribute minw3delay_div_maxw2delay numeric
@attribute maxw3delay_div_avgw1delay numeric
@attribute maxw3delay_div_minw1delay numeric
@attribute maxw3delay_div_maxw1delay numeric
@attribute maxw3delay_div_avgw2delay numeric
@attribute maxw3delay_div_minw2delay numeric
@attribute maxw3delay_div_maxw2delay numeric
@attribute minw3delay_div_maxw3delay numeric
@attribute stdw3delay_div_stdw1delay numeric
@attribute stdw3delay_div_stdw2delay numeric
@attribute stdw1delay_div_stdw2delay numeric
@attribute avgw1delay_div_avgw2delay numeric
@attribute avgw1delay_div_minw2delay numeric
@attribute avgw1delay_div_maxw2delay numeric
@attribute minw1delay_div_avgw2delay numeric
@attribute minw1delay_div_minw2delay numeric
@attribute minw1delay_div_maxw2delay numeric
@attribute maxw1delay_div_avgw2delay numeric
@attribute maxw1delay_div_minw2delay numeric
@attribute maxw1delay_div_maxw2delay numeric
@attribute avgw3iat_div_avgw1iat numeric
@attribute avgw3iat_div_minw1iat numeric
@attribute avgw3iat_div_maxw1iat numeric
@attribute avgw3iat_div_avgw2iat numeric
@attribute avgw3iat_div_minw2iat numeric
@attribute avgw3iat_div_maxw2iat numeric
@attribute minw3iat_div_avgw1iat numeric
@attribute minw3iat_div_minw1iat numeric
@attribute minw3iat_div_maxw1iat numeric
@attribute minw3iat_div_avgw2iat numeric
@attribute minw3iat_div_minw2iat numeric
@attribute minw3iat_div_maxw2iat numeric
@attribute maxw3iat_div_avgw1iat numeric
@attribute maxw3iat_div_minw1iat numeric
@attribute maxw3iat_div_maxw1iat numeric
@attribute maxw3iat_div_avgw2iat numeric
@attribute maxw3iat_div_minw2iat numeric
@attribute maxw3iat_div_maxw2iat numeric
@attribute minw3iat_div_maxw3iat numeric
@attribute stdw3iat_div_stdw1iat numeric
@attribute stdw3iat_div_stdw2iat numeric
@attribute stdw1iat_div_stdw2iat numeric
@attribute avgw1iat_div_avgw2iat numeric
@attribute avgw1iat_div_minw2iat numeric
@attribute avgw1iat_div_maxw2iat numeric
@attribute minw1iat_div_avgw2iat numeric
@attribute minw1iat_div_minw2iat numeric
@attribute minw1iat_div_maxw2iat numeric
@attribute maxw1iat_div_avgw2iat numeric
@attribute maxw1iat_div_minw2iat numeric
@attribute maxw1iat_div_maxw2iat numeric
@attribute class{I   ,II  ,III ,IV  ,V   ,VI  ,VII ,VIII,IX  ,X   ,XI  ,XII ,XIII,XIV ,XV  }

@data
1.4498794599807137,4.0094,0.9324186046511628,1.2777242044358728,3.533333333333333,0.821705426356589,1.5549662487946,4.300000000000001,1.0,1.165049107921195,3.1653157894736843,0.962256,1.0267139342515643,2.789473684210526,0.848,1.2494914860231303,3.3947368421052633,1.032,0.821705426356589,0.07372348039408334,0.10541731433102354,1.4299014882032588,0.8035489432595262,2.183157894736842,0.6636799999999999,0.29057941535421633,0.7894736842105263,0.24,1.2494914860231303,3.3947368421052633,1.032,1.0000000000000002,0.0,0.06733333333333334,0.0,0.0,0.0,14.85148514851485,0.0,1.0,1.0000000000000002,0.0,0.07575000000000001,0.0,0.0,0.0,14.85148514851485,0.0,1.125,0.0,1.1129602750269658,1.196836875899185,1.0753635172380138,1.0,0.0,0.07575,0.0,0.0,0.0,14.85148514851485,0.0,1.125,XIII
0.9649401020271691,1.3467733333333334,0.8279344262295082,0.4967614971627276,0.6933333333333334,0.4262295081967213,1.2323506371921513,1.7200000000000002,1.0573770491803278,1.8916772791969436,3.3669333333333333,0.9619809523809524,0.9738557195295527,1.7333333333333334,0.49523809523809526,2.4159113042175444,4.300000000000001,1.2285714285714286,0.40310077519379844,1.9062155169581176,0.8729476581441309,0.4579480391268428,1.9604090194022024,3.4892666666666665,0.9969333333333333,1.4045995954753165,2.5,0.7142857142857143,2.2848153419731814,4.066666666666666,1.161904761904762,0.4094616639477977,0.0,0.041833333333333333,0.0,0.0,0.0,6.525285481239805,0.0,0.6666666666666667,0.542507204610951,0.0,0.041833333333333333,0.0,0.0,0.0,8.645533141210375,0.0,0.6666666666666667,0.0,0.4968731115873105,0.6162574789417172,1.240271338034416,1.32492795389049,0.0,0.10216666666666667,0.0,0.0,0.0,12.968299711815561,0.0,1.0,XIII
0.5891794550579392,0.8724637681159421,0.4934426229508197,0.2936110241152521,0.4347826086956521,0.2459016393442623,1.115721891637958,1.6521739130434783,0.9344262295081968,0.690177015500321,2.006666666666667,0.4934426229508197,0.3439420343024855,1.0,0.2459016393442623,1.306979730349445,3.8000000000000003,0.9344262295081968,0.2631578947368421,1.8613507838773593,0.8497912670239121,0.45654546922838546,1.1714207098963587,3.405866666666667,0.8375081967213115,0.7910666788957168,2.3000000000000003,0.5655737704918034,1.398697606163441,4.066666666666666,1.0,1.0,0.0,0.06733333333333334,0.0,0.0,0.0,14.85148514851485,0.0,1.0,1.0033112582781458,0.0,0.07575,0.0,0.0,0.0,14.90066225165563,0.0,1.125,0.0,1.123631893089062,1.2247332948607212,1.0899773336743883,1.0033112582781458,0.0,0.07575,0.0,0.0,0.0,14.90066225165563,0.0,1.125,XIII
1.9283182208291354,3.4451333333333336,0.9843238095238096,0.7089816784208366,1.2666666666666666,0.3619047619047619,2.332176573752752,4.166666666666667,1.1904761904761905,1.0260090932555046,1.9875769230769231,0.8011937984496124,0.3772311235531201,0.7307692307692308,0.2945736434108527,1.2408918537931584,2.4038461538461537,0.9689922480620154,0.304,0.7964180838841514,0.9117362693255442,1.1447960408922198,0.5320745726368457,1.0307307692307692,0.41548837209302325,0.297814044910358,0.576923076923077,0.23255813953488372,1.0423491571862529,2.019230769230769,0.813953488372093,0.50394656952034,0.0,0.04611111111111112,0.0,0.0,0.0,7.285974499089253,0.0,0.6666666666666667,0.5344494526722472,0.0,0.04611111111111112,0.0,0.0,0.0,7.7269800386349,0.0,0.6666666666666667,0.0,0.5938070339045913,0.6067259451560372,1.0217560764925555,1.06052801030264,0.0,0.09150000000000001,0.0,0.0,0.0,11.590470057952349,0.0,1.0,XIII
1.0197415922477673,1.2932289156626504,0.8798196721311474,0.3610108303249097,0.4578313253012048,0.3114754098360656,1.225536766102983,1.5542168674698795,1.0573770491803278,2.200180379617103,3.577933333333333,1.0222666666666667,0.778911982945927,1.2666666666666666,0.3619047619047619,2.6442012052638053,4.300000000000001,1.2285714285714286,0.2945736434108527,1.7024461853771329,0.8678320075015088,0.5097559117906938,2.1575861927602182,3.508666666666667,1.0024761904761905,1.7013077522239988,2.766666666666667,0.7904761904761906,2.5007174189316603,4.066666666666666,1.161904761904762,0.2880382775119617,0.0,0.0188125,0.0,0.0,0.0,4.306220095693779,0.0,0.28125,0.5384615384615384,0.0,0.027363636363636364,0.0,0.0,0.0,8.050089445438282,0.0,0.40909090909090906,0.0,0.15430684140916773,0.27082941969068225,1.7551355287776087,1.8694096601073347,0.0,0.09500000000000001,0.0,0.0,0.0,28.622540250447226,0.0,1.4545454545454546,XIII
0.4484362036697602,0.6736811594202898,0.381016393442623,0.2894132628451253,0.4347826086956521,0.2459016393442623,0.7717687009203342,1.1594202898550723,0.6557377049180328,0.45291916751110767,0.6640571428571429,0.381016393442623,0.29230649310156676,0.4285714285714285,0.2459016393442623,0.7794839816041781,1.1428571428571428,0.6557377049180328,0.375,1.1125446985645768,1.3873525939185807,1.2470084084788373,1.0099968820640737,1.4808285714285714,0.8496557377049181,0.6723049341336036,0.9857142857142857,0.5655737704918034,1.1887130719463714,1.7428571428571427,1.0,0.3655006031363088,0.0,0.025249999999999998,0.0,0.0,0.0,5.42822677925211,0.0,0.37499999999999994,0.9498432601880877,0.0,0.04328571428571428,0.0,0.0,0.0,14.106583072100312,0.0,0.6428571428571428,0.0,0.17461173366176855,0.8223403112891016,4.70953637561388,2.5987460815047023,0.0,0.11842857142857142,0.0,0.0,0.0,37.61755485893417,0.0,1.7142857142857142,XIII
2.1812414479412867,3.5070000000000006,1.0020000000000002,1.347597130654725,2.166666666666667,0.6190476190476191,2.591532943566779,4.166666666666667,1.1904761904761905,0.9773157953405419,2.7686842105263163,0.8155813953488372,0.6037974213205515,1.710526315789474,0.5038759689922481,1.1611488871549065,3.2894736842105265,0.9689922480620154,0.52,1.0916057088879532,1.2206994914350924,1.118260450175412,0.4480548433842381,1.2693157894736842,0.37390697674418605,0.27867573291717757,0.7894736842105263,0.23255813953488372,0.9753650652101215,2.763157894736842,0.813953488372093,0.23954372623574147,0.0,0.0175,0.0,0.0,0.0,5.32319391634981,0.0,0.38888888888888895,0.4424157303370787,0.0,0.02625,0.0,0.0,0.0,9.831460674157304,0.0,0.5833333333333334,0.0,0.15575960181282092,0.2542177274095599,1.6321159302593613,1.8469101123595506,0.0,0.10958333333333332,0.0,0.0,0.0,25.280898876404493,0.0,1.4999999999999998,XIII
1.0242735042735043,1.2994698795180721,0.8840655737704918,0.3608736942070276,0.4578313253012048,0.3114754098360656,1.2250712250712252,1.5542168674698795,1.0573770491803278,2.2607529135574747,3.5951999999999997,1.1005714285714285,0.7965121153684916,1.2666666666666666,0.3877551020408163,2.7039490232246166,4.300000000000001,1.316326530612245,0.2945736434108527,1.6340501213071497,0.930090671916369,0.5691934780876536,2.2071769933763727,3.51,1.0744897959183672,1.739750146725916,2.766666666666667,0.8469387755102041,2.5572231072356835,4.066666666666666,1.2448979591836733,0.29190751445086704,0.0,0.0189375,0.0,0.0,0.0,4.3352601156069355,0.0,0.28125,0.5849420849420849,0.0,0.027545454545454547,0.0,0.0,0.0,8.687258687258687,0.0,0.40909090909090906,0.0,0.15226405229448192,0.2931663777980913,1.9253814237854467,2.003861003861004,0.0,0.09436363636363637,0.0,0.0,0.0,30.888030888030887,0.0,1.4545454545454546,XIII
0.5252572588991077,0.7797101449275362,0.44098360655737706,0.2928943822857477,0.4347826086956521,0.2459016393442623,1.005604045847734,1.4927536231884055,0.8442622950819672,0.5730842156841859,1.7933333333333334,0.44098360655737706,0.3195636890432263,1.0,0.2459016393442623,1.097168665715077,3.433333333333333,0.8442622950819672,0.2912621359223301,1.5694206111612323,0.8642783497672181,0.5506989927497693,1.0910543471313834,3.4142,0.8395573770491803,0.7349964847994206,2.3000000000000003,0.5655737704918034,1.2995590021091203,4.066666666666666,1.0,0.5117139334155363,0.0,0.04611111111111112,0.0,0.0,0.0,7.398273736128236,0.0,0.6666666666666667,0.5243209096651927,0.0,0.04611111111111112,0.0,0.0,0.0,7.580543272267846,0.0,0.6666666666666667,0.0,0.6012579605477467,0.5990688630824915,0.9963591376598808,1.0246367656348707,0.0,0.09011111111111113,0.0,0.0,0.0,11.370814908401767,0.0,1.0,XIII
1.77394438722966,3.445,0.931081081081081,0.6522485410230003,1.2666666666666666,0.34234234234234234,2.1455544112598695,4.166666666666667,1.1261261261261262,1.0913871758046803,2.65,0.8011627906976744,0.40128410914927765,0.9743589743589743,0.2945736434108527,1.3200135169384135,3.2051282051282053,0.9689922480620154,0.304,0.7133140559025365,0.7885913435753261,1.105531759888768,0.6152318999746558,1.4938461538461538,0.45162790697674415,0.3168032440652192,0.7692307692307692,0.23255813953488372,1.1721720030413112,2.8461538461538463,0.8604651162790697,0.5796545105566219,0.0,0.027454545454545454,0.0,0.0,0.0,4.798464491362764,0.0,0.2272727272727273,0.9966996699669967,0.0,0.06711111111111111,0.0,0.0,0.0,8.250825082508252,0.0,0.5555555555555556,0.0,0.21925807671363123,0.7481932731175231,3.4123863728619863,1.7194719471947195,0.0,0.11577777777777779,0.0,0.0,0.0,36.303630363036305,0.0,2.4444444444444446,XIII
